iter	Logloss
179	0.401040356
180	0.400736538
181	0.4005626894
182	0.4000165611
183	0.3997724943
184	0.3995039452
185	0.3991608744
186	0.3988689208
187	0.3986716823
188	0.3983591
189	0.3981376306
190	0.3978308349
191	0.3974542303
192	0.3971233946
193	0.3969144891
194	0.3964065557
195	0.3955085172
196	0.3952249806
197	0.3949371629
198	0.3946029036
199	0.3941508665
200	0.393922588
201	0.3937289511
202	0.3935852735
203	0.3934153656
204	0.3930669175
205	0.3928065409
206	0.3925590504
207	0.3923077527
208	0.3921074568
209	0.3915685981
210	0.3913080358
211	0.3910245403
212	0.3907555998
213	0.3905176464
214	0.3903715715
215	0.39009171
216	0.3898658688
217	0.3896718923
218	0.3893529685
219	0.3891130015
220	0.3888465216
221	0.3885537178
222	0.3882744481
223	0.3879582042
224	0.387716892
225	0.3875461774
226	0.3874306605
227	0.3870290971
228	0.3867171435
229	0.3865353466
230	0.3863961864
231	0.3859736402
232	0.3857145389
233	0.3855262487
234	0.3853194239
235	0.3847884437
236	0.3841420972
237	0.383918587
238	0.3834574483
239	0.3832147816
240	0.3829761465
241	0.382812158
242	0.3826710729
243	0.3823992729
244	0.3822321412
245	0.381999196
246	0.381811489
247	0.3816333659
248	0.3814571148
249	0.3812665737
250	0.3810974189
251	0.3807925944
252	0.3805393307
253	0.3803135562
254	0.3800303793
255	0.3798523227
256	0.3794744892
257	0.3792609497
258	0.3791485871
259	0.3789452205
260	0.3787406719
261	0.3785302111
262	0.3783536112
263	0.3782074931
264	0.3778217796
265	0.3776494668
266	0.3774086658
267	0.377146275
268	0.3769478022
269	0.3767197544
270	0.3764663151
271	0.376272321
272	0.3760414721
273	0.3758078809
274	0.37565315
275	0.3753288806
276	0.37507521
277	0.3749304443
278	0.3747734347
279	0.3745538452
280	0.374298933
281	0.3741178972
282	0.3739612562
283	0.3738390492
284	0.3736888376
285	0.3735185016
286	0.3733829293
287	0.3732560539
288	0.373132642
289	0.3729165642
290	0.3727306332
291	0.3725687142
292	0.3723012091
293	0.3720889917
294	0.3718330467
295	0.3716608172
296	0.3714965288
297	0.3712958276
298	0.3711041111
299	0.370861625
300	0.3706890008
301	0.3704934353
302	0.3702714326
303	0.3699954198
304	0.3697802868
305	0.3695838502
306	0.3694679331
307	0.3692505372
308	0.3691332705
309	0.3689901358
310	0.3687303715
311	0.3685556274
312	0.3683519333
313	0.3681353479
314	0.3679498892
315	0.3677661995
316	0.3676545282
317	0.3673860459
318	0.3672065286
319	0.3670503452
320	0.3667863926
321	0.366614149
322	0.3663897116
323	0.3662334995
324	0.3660464114
325	0.3657914878
326	0.3655652895
327	0.365378746
328	0.3652529293
329	0.3650465064
330	0.3648792605
331	0.364360585
332	0.3641644177
333	0.3640538203
334	0.3638866145
335	0.3637296268
336	0.3634907232
337	0.363263655
338	0.362988103
339	0.3626415867
340	0.3624773393
341	0.3619401347
342	0.3616205368
343	0.3614887829
344	0.3613390101
345	0.3612057017
346	0.3610648883
347	0.3608270262
348	0.3606500812
349	0.3604094713
350	0.3602410353
351	0.3599622156
352	0.3596639421
353	0.3595821835
354	0.3593877458
355	0.3590581329
356	0.3589468726
357	0.3585954581
358	0.3583102882
359	0.3580715498
360	0.3578920537
361	0.3575959941
362	0.3573268033
363	0.3571858665
364	0.357048455
365	0.3565956712
366	0.3564583861
367	0.3560761722
368	0.3557902711
369	0.3556450616
370	0.3554536659
371	0.3553244011
372	0.3552165881
373	0.3551248814
374	0.3547962237
375	0.3544896289
376	0.3542824261
377	0.35400121
378	0.3537530601
379	0.3535498846
380	0.3533809229
381	0.3532531908
382	0.353057688
383	0.352834321
384	0.3526441482
385	0.3524686618
386	0.352269472
387	0.3521009018
388	0.3520027619
389	0.3517819118
390	0.3515964829
391	0.3513074888
392	0.3511371824
393	0.3509748542
394	0.3508309302
395	0.3506048011
396	0.350428214
397	0.3501879266
398	0.3500213109
399	0.3498512332
400	0.3496583917
401	0.3494238607
402	0.3492287836
403	0.3489912838
404	0.3485436997
405	0.3483634024
406	0.3481772565
407	0.3480488401
408	0.3478681086
409	0.3477333312
410	0.3476051955
411	0.3473924911
412	0.3472841173
413	0.347193251
414	0.3469046541
415	0.3467849784
416	0.3466875238
417	0.3464959429
418	0.3462799079
419	0.3461277195
420	0.3459541397
421	0.3457745385
422	0.3455775546
423	0.3453461121
424	0.3451873405
425	0.3450671523
426	0.3448906029
427	0.3447413209
428	0.344520074
429	0.3443485721
430	0.3442076931
431	0.3440896169
432	0.3439587088
433	0.3437761966
434	0.3436469021
435	0.3433426792
436	0.3432160944
437	0.3430350296
438	0.3428426873
439	0.3427483222
440	0.3425602458
441	0.3424117569
442	0.3422215079
443	0.3419970833
444	0.3417769339
445	0.3416165945
446	0.3414662869
447	0.3412715902
448	0.3410800388
449	0.3408865496
450	0.3406715528
451	0.3406007778
452	0.3404163835
453	0.3402960651
454	0.3401020145
455	0.3399064986
456	0.3397511282
457	0.3396054739
458	0.3394825331
459	0.3392860424
460	0.3390580349
461	0.3388632774
462	0.3386202377
463	0.3384431285
464	0.338290957
465	0.3381063941
466	0.3379529324
467	0.3377984373
468	0.3376690931
469	0.3374968078
470	0.3373272676
471	0.3372253783
472	0.3370302066
473	0.3368454271
474	0.3367021503
475	0.3363044098
476	0.3360973724
477	0.3359003039
478	0.3357629312
479	0.3356248252
480	0.3354650175
481	0.3353338151
482	0.3351928535
483	0.3350024925
484	0.3348465341
485	0.3345165101
486	0.334391505
487	0.3341668437
488	0.3339142153
489	0.3337750636
490	0.3336226746
491	0.3333433663
492	0.3331924329
493	0.3330289364
494	0.3328643415
495	0.332735166
496	0.3326530568
497	0.3324454885
498	0.3322982381
499	0.3321839488
500	0.3320160749
501	0.3318636244
502	0.3316480524
503	0.3315685586
504	0.331382778
505	0.3312542224
506	0.3311304527
507	0.3308274759
508	0.3306395519
509	0.330437728
510	0.3303527667
511	0.3301601901
512	0.3300685547
513	0.32991018
514	0.3298138506
515	0.3296634474
516	0.3295342842
517	0.3291598108
518	0.3290497391
519	0.3288048835
520	0.3287430185
521	0.3285708474
522	0.328385704
523	0.328202337
524	0.3280107163
525	0.327855439
526	0.3277497376
527	0.3276678536
528	0.3273565468
529	0.3272006302
530	0.3271219284
531	0.3269187112
532	0.3267957524
533	0.3266769509
534	0.3265248192
535	0.326313977
536	0.3261700752
537	0.3260165025
538	0.3258735836
539	0.3256714697
540	0.3255613927
541	0.3251945272
542	0.3250525663
543	0.324921938
544	0.3248192605
545	0.3247136038
546	0.3246095386
547	0.324404228
548	0.3242435437
549	0.3240559652
550	0.3239002439
551	0.3237064256
552	0.3235694275
553	0.3232223317
554	0.3230830738
555	0.3230111667
556	0.3229238687
557	0.3227698862
558	0.3226186873
559	0.322479108
560	0.3223771733
561	0.3222255205
562	0.3220991617
563	0.3220220473
564	0.3218861931
565	0.321747985
566	0.3216622949
567	0.3214693415
568	0.3212269518
569	0.3210587778
570	0.3208560716
571	0.3207323716
572	0.3206654444
573	0.3205366752
574	0.3204628384
575	0.320309005
576	0.3202013936
577	0.3199968538
578	0.3197941487
579	0.3196310612
580	0.3195063363
581	0.3193930048
582	0.3192172134
583	0.3190526367
584	0.3189271704
585	0.3188369307
586	0.3187357398
587	0.3186185705
588	0.3184253305
589	0.318268949
590	0.3181364916
591	0.3179730269
592	0.3178298154
593	0.3175856296
594	0.3172839637
595	0.3171555007
596	0.3169828316
597	0.3169150817
598	0.316801474
599	0.3166252943
600	0.3164470329
601	0.31629968
602	0.3161000681
603	0.3159265637
604	0.315765416
605	0.315655463
606	0.3155188872
607	0.3153379102
608	0.3151984758
609	0.3150481191
610	0.3148545294
611	0.3146207769
612	0.3145157641
613	0.3143637099
614	0.3141664093
615	0.3140361884
616	0.3138891544
617	0.3137318841
618	0.31365202
619	0.3135513013
620	0.3133920859
621	0.3131502437
622	0.3130570153
623	0.3129278858
624	0.3128395229
625	0.3126181913
626	0.3124764269
627	0.3122922714
628	0.312194964
629	0.3121095842
630	0.3119811983
631	0.3118216656
632	0.3116735118
633	0.3115687956
634	0.3114276497
635	0.3112601712
636	0.3110927193
637	0.3109307377
638	0.3107635923
639	0.3105808794
640	0.3103637481
641	0.3101865092
642	0.3100468493
643	0.3099437271
644	0.3097269135
645	0.3096022369
646	0.3094216629
647	0.309333909
648	0.3092127125
649	0.3090714612
650	0.3089011966
651	0.3088251887
652	0.3087561868
653	0.3085750341
654	0.308430263
655	0.3083439216
656	0.3082241072
657	0.3080554843
658	0.3078859918
659	0.3077648315
660	0.3075972022
661	0.3074520211
662	0.3073333888
663	0.3071594851
664	0.3070086775
665	0.3069109338
666	0.306700503
667	0.3065657544
668	0.3064330289
669	0.3063270149
670	0.3061956963
671	0.3061001732
672	0.3058935324
673	0.305659226
674	0.3054907273
675	0.3053259222
676	0.3051358006
677	0.305042559
678	0.3049873119
679	0.3047956875
680	0.3046457521
681	0.3045541826
682	0.3044332151
683	0.304306419
684	0.3042392407
685	0.3041536623
686	0.3039638114
687	0.303864323
688	0.3036621127
689	0.3035392443
690	0.3033628452
691	0.3032318122
692	0.3031316165
693	0.3030298841
694	0.3029326759
695	0.302879755
696	0.3027731861
697	0.3026385985
698	0.3024870365
699	0.3023640047
700	0.3022529684
701	0.3021220614
702	0.301993768
703	0.3018496874
704	0.301739132
705	0.3016004239
706	0.3014278943
707	0.3013003692
708	0.3011181886
709	0.3009410799
710	0.3008227219
711	0.3006750594
712	0.3005567803
713	0.3003920144
714	0.3003012766
715	0.3002579492
716	0.3001480113
717	0.2999392549
718	0.2998053467
719	0.2996551694
720	0.2995184063
721	0.2994326066
722	0.2993210272
723	0.2990458496
724	0.2988733401
725	0.2987338897
726	0.2985746604
727	0.298392175
728	0.2983188491
729	0.298200067
730	0.298073704
731	0.2979657085
732	0.2978115567
733	0.297643283
734	0.2973387735
735	0.2972427811
736	0.2971074522
737	0.2969346037
738	0.2968304563
739	0.296707318
740	0.2966040029
741	0.2965128306
742	0.2964308153
743	0.2962793668
744	0.2960816675
745	0.2959093312
746	0.2957252356
747	0.2956136301
748	0.2954005926
749	0.2952296481
750	0.2950909027
751	0.2949678442
752	0.2948413008
753	0.2947261408
754	0.2946524207
755	0.2945172568
756	0.2943933625
757	0.2943057042
758	0.2942190528
759	0.294079678
760	0.2940025895
761	0.2938179486
762	0.2936979472
763	0.2935541922
764	0.2934265364
765	0.2933045113
766	0.2931970039
767	0.2930707537
768	0.2929121478
769	0.2928327135
770	0.2926513083
771	0.2925170741
772	0.2924178549
773	0.2923587359
774	0.2922422686
775	0.2921137747
776	0.2919247918
777	0.2918521498
778	0.2916776622
779	0.2915475743
780	0.2914239132
781	0.2913232451
782	0.2911776347
783	0.2910363166
784	0.2908778446
785	0.2907539661
786	0.2905976012
787	0.290437741
788	0.2903229528
789	0.2902125007
790	0.2900927809
791	0.2899998742
792	0.289851784
793	0.2897109124
794	0.2896024419
795	0.2894716329
796	0.2893427466
797	0.2891563382
798	0.289050581
799	0.2889844549
800	0.288854725
801	0.2887934592
802	0.2886852532
803	0.288588522
804	0.2883907445
805	0.2883038426
806	0.2882044078
807	0.2881485554
808	0.2880506803
809	0.2879132642
810	0.2877476983
811	0.2876356779
812	0.2875480281
813	0.2874457649
814	0.2873804307
815	0.2872826011
816	0.287205073
817	0.287053179
818	0.2869623229
819	0.2868106758
820	0.2867334622
821	0.2865935755
822	0.2865410983
823	0.2863636147
824	0.2862138197
825	0.2860527034
826	0.2859394174
827	0.2857721086
828	0.2856658981
829	0.2855248205
830	0.2853977272
831	0.2851815691
832	0.2850817969
833	0.2849292119
834	0.2848091163
835	0.2847276542
836	0.2846639146
837	0.2845589647
838	0.2844843105
839	0.2843687088
840	0.2842499924
841	0.2841511817
842	0.2840489601
843	0.2838992995
844	0.2837395447
845	0.2836045408
846	0.2835423608
847	0.2834706055
848	0.2833603088
849	0.2832954248
850	0.2831316988
851	0.2829969363
852	0.2828685701
853	0.2827705305
854	0.2826798792
855	0.2825576625
856	0.2824354099
857	0.2823214145
858	0.2822262879
859	0.2821188159
860	0.2818891821
861	0.2817362675
862	0.2816510636
863	0.2815324177
864	0.2814049372
865	0.2812999675
866	0.2812183717
867	0.2811239695
868	0.2810145086
869	0.2809288477
870	0.2807884946
871	0.280700721
872	0.2806588636
873	0.2805610133
874	0.2804318028
875	0.2802889753
876	0.2801396556
877	0.2800114953
878	0.2799099258
879	0.2797627095
880	0.2796651238
881	0.2795762072
882	0.2794714647
883	0.2793387652
884	0.2792053961
885	0.2790783894
886	0.2790038792
887	0.278868324
888	0.278807215
889	0.2786103002
890	0.2784538276
891	0.2783247736
892	0.2782592238
893	0.2781422797
894	0.2780164813
895	0.2778381318
896	0.2777682258
897	0.2776838324
898	0.2775728424
899	0.2775051504
900	0.2774146384
901	0.2772528563
902	0.2771692699
903	0.277050743
904	0.2769292357
905	0.2768157657
906	0.2766809753
907	0.2766035033
908	0.2765066433
909	0.2763887509
910	0.2763119721
911	0.2762283477
912	0.2760452089
913	0.2758641153
914	0.2757458013
915	0.275599715
916	0.2754542108
917	0.2753501995
918	0.2752191449
919	0.2751369331
920	0.2750398487
921	0.2749097066
922	0.2747863736
923	0.2746558412
924	0.2745643902
925	0.2743770384
926	0.2742533804
927	0.2741103429
928	0.2739353449
929	0.27386069
930	0.2737865851
931	0.2736534495
932	0.2735381359
933	0.2734085271
934	0.2732584295
935	0.2731609442
936	0.2730487552
937	0.2728914298
938	0.2727735389
939	0.2726358754
940	0.2725104887
941	0.272442191
942	0.2723611492
943	0.2722637855
944	0.2720650635
945	0.2719027228
946	0.2718036005
947	0.2716156554
948	0.2715389386
949	0.2714485227
950	0.2713558712
951	0.2712987769
952	0.2712355498
953	0.2711256184
954	0.2709747451
955	0.2708738244
956	0.2707470118
957	0.2705012485
958	0.2703794041
959	0.2702250367
960	0.2701397617
961	0.2699993014
962	0.2699091637
963	0.2697918735
964	0.2696949584
965	0.2695909736
966	0.2695004128
967	0.2693377276
968	0.2691770877
969	0.269085009
970	0.2689613471
971	0.2688326995
972	0.2687197173
973	0.2685794716
974	0.2684701077
975	0.268318413
976	0.2681618757
977	0.2680235935
978	0.2679602128
979	0.267816357
980	0.2677202719
981	0.2676293192
982	0.267486541
983	0.2673062508
984	0.2672096328
985	0.2670969037
986	0.2669460351
987	0.2668125443
988	0.2667085298
989	0.266641101
990	0.266579228
991	0.2664920129
992	0.266406093
993	0.2662499592
994	0.2661616006
995	0.2659791945
996	0.2657812761
997	0.2657176387
998	0.2655923228
999	0.2654511294
